Feature Name,Clean Feature Name,Target,Diameter,Center Latitude,Center Longitude,Coordinate System,Feature Type,Approval Status,Origin
Song Yingxing,Song Yingxing,Moon,1.80,42.34,-49.65,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Chinese scientist and encyclopedist during the late Ming Dynasty (1587–1666).
Soraya,Soraya,Moon,1.90,-12.87,-1.63,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Persian female name.
Sosigenes,Sosigenes,Moon,16.99,8.70,17.60,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Greek astronomer, chronologist (unkn-fl. 46 B.C.)."
South,South,Moon,119.04,57.58,-50.94,"Planetographic, +East, -180 - 180","Crater, craters",Approved,James; British astronomer (1785-1867).
Spallanzani,Spallanzani,Moon,30.86,-46.38,24.73,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Lazzaro; Italian natural scientist, biologist (1729-1799)."
Spencer Jones,Spencer Jones,Moon,88.19,13.06,165.84,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Sir Harold; British astronomer (1890-1960).
Spörer,Sporer,Moon,25.57,-4.30,-1.77,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Friedrich Wilhelm Gustav; German astronomer (1822-1895).
Spudis,Spudis,Moon,13.00,-89.51,-84.61,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Paul D.; American planetary geologist (1952-2018).
Spurr,Spurr,Moon,13.21,27.91,-1.27,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Josiah Edward; American geologist (1870-1950).
Stadius,Stadius,Moon,68.48,10.48,-13.77,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Stade, Jan; Belgian astronomer, mathematician (1527-1579)."
Stearns,Stearns,Moon,38.94,34.68,162.60,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Carl Leo; American astronomer (1892-1972).
Stebbins,Stebbins,Moon,129.74,64.36,-142.64,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Joel; American astronomer (1878-1966).
Stefan,Stefan,Moon,112.18,46.33,-108.77,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Josef; Austrian physicist (1835-1893).
Stein,Stein,Moon,30.72,7.00,179.11,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Johann Willem Jakob Antoon; Dutch astronomer (1871-1951).
Steinheil,Steinheil,Moon,63.28,-48.71,46.66,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Karl August von; German astronomer, physicist (1801-1870)."
Steklov,Steklov,Moon,36.61,-36.73,-105.05,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Vladimir Andreevich; Soviet mathematician (1864-1926).
Stella,Stella,Moon,0.42,19.91,29.76,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Latin female name.
Steno,Steno,Moon,32.29,32.61,161.78,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Nicolaus; Danish doctor (1638-1686).
Sternfeld,Sternfeld,Moon,109.80,-19.75,-142.27,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Ari Abramovich; Soviet space scientist (1905-1980).
Stetson,Stetson,Moon,63.12,-39.58,-118.20,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Harlan True; American astronomer, geophysicist (1885-1964)."
Stevinus,Stevinus,Moon,71.54,-32.49,54.14,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Stevin, Simon; Belgian mathematician, physicist (1548-1620)."
Stewart,Stewart,Moon,13.77,2.15,66.98,"Planetographic, +East, -180 - 180","Crater, craters",Approved,John Quincy; American astrophysicist (1894-1972).
Stiborius,Stiborius,Moon,43.76,-34.49,31.99,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Stoberl, Andreas; German astronomer, mathematician (1465-1515)."
St. John,St  John,Moon,66.74,10.07,149.98,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Charles Edward; American solar physicist, astronomer (1857-1935)."
Stöfler,Stofler,Moon,129.87,-41.24,5.93,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Johann; German astronomer, mathematician (1452-1531)."
Stokes,Stokes,Moon,53.85,52.36,-88.11,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Sir George Gabriel; British mathematician, physicist (1819-1903)."
Stoletov,Stoletov,Moon,42.43,44.82,-155.50,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Aleksandr Grigorievich; Russian physicist (1839-1896).
Stoney,Stoney,Moon,47.51,-55.58,-156.38,"Planetographic, +East, -180 - 180","Crater, craters",Approved,George Johnstone; Irish physicist (1826-1911).
Störmer,Stormer,Moon,68.62,57.14,146.65,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Fredrik Carl Mülertz; Norwegian mathematician and astronomer, aurora research (1874-1957)."
Stose,Stose,Moon,16.70,-86.38,32.13,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Anna Isabel Jonas; American geologist (1881-1974).
Strabo,Strabo,Moon,54.72,61.94,54.42,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Greek geographer (54 B.C.- A.D. 24).
Stratton,Stratton,Moon,69.76,-5.60,164.70,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Frederick John Marrion; British astronomer, astrophysicist (1881-1960)."
Street,Street,Moon,58.52,-46.58,-10.74,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Thomas; British astronomer (1621-1689).
Strömgren,Stromgren,Moon,62.17,-21.74,-132.37,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Elis; Danish astronomer (1870-1947).
Struve,Struve,Moon,164.34,23.41,-76.65,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Otto Wilhelm von; German-born Russian astronomer (1819-1905); Otto; American astronomer (1897-1963); Friedrich Georg Wilhelm von; German-born Russian astronomer (1793-1864).
Subbotin,Subbotin,Moon,71.66,-29.32,135.71,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Mikhail Fedorovich; Soviet astronomer (1893-1966).
Suess,Suess,Moon,8.39,4.36,-47.72,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Eduard; Austrian geologist (1831-1914).
Sulpicius Gallus,Sulpicius Gallus,Moon,11.61,19.63,11.68,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Gaius; Roman astronomer (unkn-fl. c. B.C. 166).
Sumner,Sumner,Moon,52.87,37.62,108.76,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Thomas Hubbard; American geographer, navigator (1807-1876)."
Sundman,Sundman,Moon,41.04,10.76,-91.69,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Karl Frithiof; Finnish astronomer (1873-1949).
Susan,Susan,Moon,0.95,-11.00,-6.30,"Planetographic, +East, -180 - 180","Crater, craters",Approved,English female name.
Svedberg,Svedberg,Moon,15.34,-81.68,65.15,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Theodor; Swedish chemist, Nobel Prize winner 1926 (1884-1971)."
Sverdrup,Sverdrup,Moon,32.83,-88.32,-153.39,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Otto; Norwegian polar explorer (1855-1930).
Swann,Swann,Moon,42.18,51.96,112.52,"Planetographic, +East, -180 - 180","Crater, craters",Approved,William Francis Gray; Anglo-American physicist (1884-1962).
Swasey,Swasey,Moon,24.85,-5.46,89.67,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Ambrose; American inventor (1846-1937).
Swift,Swift,Moon,10.06,19.35,53.44,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Lewis; American astronomer (1820-1913).
Sylvester,Sylvester,Moon,59.28,82.65,-81.22,"Planetographic, +East, -180 - 180","Crater, craters",Approved,James Joseph; British mathematician (1814-1897).
Szilard,Szilard,Moon,127.22,33.71,105.78,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Leo; Hungarian-American physicist (1898-1964).
Tacchini,Tacchini,Moon,42.58,5.08,85.82,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Pietro; Italian astronomer (1838-1905).
Tacitus,Tacitus,Moon,39.81,-16.20,18.95,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Cornelius; Roman historian (c. 55-120).
Tacquet,Tacquet,Moon,6.43,16.64,19.20,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Andre; Belgian mathematician (1612-1660).
Tai Wei,Tai Wei,Moon,0.48,44.15,-19.49,"Planetographic, +East, -180 - 180","Crater, craters",Approved,One of three enclosures in Chinese ancient star map.
Taizo,Taizo,Moon,8.19,24.70,2.20,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Japanese male name.
Talbot,Talbot,Moon,12.36,-2.47,85.30,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"William Henry Fox; British photographer, physicist, archaeologist (1800-1877)."
Tamm,Tamm,Moon,40.54,-4.32,146.38,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Igor Yevgenyevich; Soviet physicist, Nobel laureate (1895-1971)."
Tannerus,Tannerus,Moon,28.07,-56.44,21.92,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Tanner, Adam; Austrian mathematician (1572-1632)."
Taruntius,Taruntius,Moon,57.32,5.50,46.54,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Firmanus, Lucius; Roman philosopher (unkn-fl. 86 B.C.)."
Taylor,Taylor,Moon,36.35,-5.28,16.65,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Brook; British mathematician (1685-1731).
Tebbutt,Tebbutt,Moon,33.99,9.46,53.52,"Planetographic, +East, -180 - 180","Crater, craters",Approved,John; Australian astronomer (1834-1916).
Teisserenc,Teisserenc,Moon,62.31,31.96,-136.28,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"de Bort, Leon-Philippe; French meteorologist (1855-1913)."
Tempel,Tempel,Moon,43.19,3.76,11.86,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Ernst Wilhelm Leberecht; German astronomer (1821-1889).
Ten Bruggencate,Ten Bruggencate,Moon,59.95,-9.58,134.66,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Paul; German astronomer (1901-1961).
Tereshkova,Tereshkova,Moon,31.33,28.21,143.84,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Valentina Vladimirovna; Soviet cosmonaut (1937-Live).
Tesla,Tesla,Moon,41.15,38.36,124.73,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Nikola; American scientist of Serbian origin (1856-1943).
Thales,Thales,Moon,30.75,61.74,50.27,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Of Miletus; Greek mathematician, astronomer, philosopher (c. 636-546 B.C.)."
Tharp,Tharp,Moon,13.45,-30.60,145.63,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Marie; Geologist and oceanographer, created first comprehensive map of the ocean floor and is credited with discovering the Mid-Atlantic Ridge (1920-2006)."
Theaetetus,Theaetetus,Moon,24.59,37.01,6.06,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Greek mathematician (c. 417-369 B.C.).
Thebit,Thebit,Moon,54.64,-22.01,-4.02,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Al-Sābi' al-Harrani Thābit Ibn Qurra; Iraqi astronomer (836-901).
Theiler,Theiler,Moon,8.28,13.36,82.85,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Max; South African bacteriologist; Nobel laureate (1899-1972).
Theon Junior,Theon Junior,Moon,17.61,-2.41,15.79,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Of Alexandria; Greek astronomer (unkn-c. 380).
Theon Senior,Theon Senior,Moon,18.02,-0.81,15.42,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Of Smyrna; Greek mathematician and astronomer (c. A.D. 130).
Theophilus,Theophilus,Moon,98.59,-11.45,26.28,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Greek astronomer (unkn-A.D. 412).
Theophrastus,Theophrastus,Moon,8.03,17.46,39.06,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Greek philosopher and scientist (c. 372-287 B.C.).
Thiel,Thiel,Moon,35.67,40.17,-134.56,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Walter; German rocket builder (1910-1943).
Thiessen,Thiessen,Moon,66.39,74.86,-169.50,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Georg Heinrich; German astronomer (1914-1961).
Thomson,Thomson,Moon,117.25,-32.32,166.04,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Sir Joseph John; British physicist; Nobel laureate (1856-1940).
Tianjin,Tianjin,Moon,3.90,-44.93,178.81,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Constellation name in the ancient Chinese star map; means “celestial ford” or “Galaxy’s ferry.”
Tian Shi,Tian Shi,Moon,0.47,44.10,-19.45,"Planetographic, +East, -180 - 180","Crater, craters",Approved,One of three enclosures in Chinese ancient star map.
Tikhomirov,Tikhomirov,Moon,86.43,24.20,161.33,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Nikolaj Ivanovich; Soviet chemical engineer (1860-1930).
Tikhov,Tikhov,Moon,83.97,61.66,172.29,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Gavriil Adrianovich; Soviet astronomer (1875-1960).
Tiling,Tiling,Moon,38.23,-52.85,-133.11,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Reinhold; German rocketry scientist (1890-1933).
Timaeus,Timaeus,Moon,32.81,62.91,-0.55,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Greek astronomer (unkn-c. 400 B.C.).
Timiryazev,Timiryazev,Moon,52.15,-5.09,-147.15,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Kliment Arkadievich; Russian botanist, physiologist (1843-1920)."
Timocharis,Timocharis,Moon,34.14,26.72,-13.10,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Greek astronomer (unkn-fl. c. 280 B.C.).
Tiselius,Tiselius,Moon,53.75,6.89,176.70,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Arne Wilhelm Kaurin; Swedish biochemist; Nobel laureate (1902-1971).
Tisserand,Tisserand,Moon,34.63,21.41,48.17,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Francois Felix; French astronomer (1845-1896).
Titius,Titius,Moon,68.42,-26.75,100.66,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Johann Daniel; German astronomer (1729-1796).
Titov,Titov,Moon,29.61,28.55,150.29,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Gherman Stepanovich; Soviet cosmonaut (1935-2000).
T. Mayer,T  Mayer,Moon,33.15,15.54,-29.17,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Johann Tobias; German astronomer (1723-1762).
Tolansky,Tolansky,Moon,13.03,-9.52,-15.98,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Samuel; British physicist (1907-1973).
Tooley,Tooley,Moon,7.00,-88.04,51.31,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Craig; NASA Engineer, LRO Project Manager (1960-2017)."
Torricelli,Torricelli,Moon,30.87,-4.72,28.40,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Evangelista; Italian physicist (1608-1647).
Toscanelli,Toscanelli,Moon,7.05,27.96,-47.61,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Paolo Dal Pozza; Italian doctor, cartographer (1397-1482)."
Townley,Townley,Moon,17.68,3.42,63.19,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Sidney Dean; American astronomer (1867-1946).
Tralles,Tralles,Moon,44.16,28.32,52.85,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Johann Georg; German physicist (1763-1822).
Triesnecker,Triesnecker,Moon,24.97,4.18,3.60,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Francis a Paula; Austrian astronomer (1745-1817).
Trouvelot,Trouvelot,Moon,8.50,49.37,5.79,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Étienne Léopold; French astronomer (1827-1895).
Trumpler,Trumpler,Moon,76.17,29.33,167.14,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Robert Julius; American astronomer (1866-1956).
Tsander (Zander),Tsander  Zander,Moon,159.94,5.39,-149.69,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Friedrich Arturovich; Soviet rocketry scientist (1887-1933).
Tseraskiy (Ceraski),Tseraskiy  Ceraski,Moon,65.59,-48.66,142.64,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Vitol'd Karlovich; Russian astronomer (1849-1925).
Tsinger (Zinger),Tsinger  Zinger,Moon,44.21,56.54,175.71,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Nikolai Iakovlevich; Russian astronomer (1842-1918).
Tsiolkovskiy,Tsiolkovskiy,Moon,184.39,-20.38,128.97,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Konstantin E.; Soviet physicist (1857-1935).
Tsu Chung-Chi,Tsu Chung Chi,Moon,28.53,17.16,145.16,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Chinese mathematician (430-501).
Tucker,Tucker,Moon,6.78,-5.62,88.21,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Richard Hawley; American astronomer (1859-1952).
Turner,Turner,Moon,11.22,-1.40,-13.24,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Herbert Hall; British astronomer (1861-1930).
Tycho,Tycho,Moon,85.29,-43.30,-11.22,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Tycho Brahe; Danish astronomer (1546-1601).
Tyndall,Tyndall,Moon,20.94,-35.20,117.64,"Planetographic, +East, -180 - 180","Crater, craters",Approved,John; British physicist (1820-1893).
Ukert,Ukert,Moon,21.71,7.71,1.37,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Friedrich August; German historian, humanitarian (1780-1851)."
Ulugh Beigh,Ulugh Beigh,Moon,57.04,32.67,-81.96,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Ulugh-Beg; Mongolian astronomer, mathematician (1394-1449)."
Urey,Urey,Moon,39.29,27.93,87.43,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Harold Clayton; American chemist; Nobel laureate (1893-1981).
Väisälä,Vaisala,Moon,8.12,25.90,-47.90,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Yrjo; Finnish astronomer (1891-1971).
Valera,Valera,Moon,0.13,38.29,-35.02,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Male name Valery of Latin origin in Russian diminutive form (Lunokhod-1 landing site feature).
Valier,Valier,Moon,65.06,6.65,174.26,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Max; German rocketry engineer (1895-1930).
van Albada,van Albada,Moon,22.92,9.36,64.35,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Gale Bruno; Dutch astronomer (1912-1972).
